Sigma,Gamma,Beta,Healing_Time,Final_Healing_Percentage
0.02,0.030000000000000002,1.5707963267948966,2800800.0,95.0036212077452
0.02,0.034999999999999996,0.0,1080900.0,95.05837250792956
0.02,0.034999999999999996,0.15707963267948966,1259700.0,95.01361107129803
0.02,0.034999999999999996,0.3141592653589793,1526700.0,95.00736268396528
0.02,0.034999999999999996,0.47123889803846897,1855500.0,95.00113529147097
0.02,0.034999999999999996,0.6283185307179586,2274900.0,95.00473312226468
0.02,0.034999999999999996,0.7853981633974483,2775900.0,95.00009136275237
0.02,0.034999999999999996,0.9424777960769379,2800200.0,95.00412732637982
0.02,0.034999999999999996,1.0995574287564276,2790900.0,95.0016284094703
0.02,0.034999999999999996,1.2566370614359172,2790900.0,95.00448995047014
0.02,0.034999999999999996,1.413716694115407,2792100.0,95.00101045145574
0.02,0.034999999999999996,1.5707963267948966,2799600.0,95.00269883978962
0.02,0.04,0.0,1080600.0,95.07981378567165
0.02,0.04,0.15707963267948966,1259100.0,95.00095388791071
0.02,0.04,0.3141592653589793,1526100.0,95.00527264232656
0.02,0.04,0.47123889803846897,1854900.0,95.00202212224896
0.02,0.04,0.6283185307179586,2274000.0,95.00228155466853
0.02,0.04,0.7853981633974483,2774700.0,95.0037525049412
0.02,0.04,0.9424777960769379,2799300.0,95.0050539020468
0.02,0.04,1.0995574287564276,2790000.0,95.00136680830317
0.02,0.04,1.2566370614359172,2790000.0,95.00385473682135
0.02,0.04,1.413716694115407,2791200.0,95.00041687914637
0.02,0.04,1.5707963267948966,2798700.0,95.00275901733993
0.02,0.045,0.0,1080300.0,95.06852498220822
0.02,0.045,0.15707963267948966,1258800.0,95.0051788940004
0.02,0.045,0.3141592653589793,1525800.0,95.01064270092043
0.02,0.045,0.47123889803846897,1854600.0,95.00798090950879
0.02,0.045,0.6283185307179586,2273400.0,95.00356111751562
0.02,0.045,0.7853981633974483,2773200.0,95.0000795577257
0.02,0.045,0.9424777960769379,2798400.0,95.00312449526899
0.02,0.045,1.0995574287564276,2789400.0,95.00333563526618
0.02,0.045,1.2566370614359172,2789100.0,95.00058476473794
0.02,0.045,1.413716694115407,2790600.0,95.00236163324168
0.02,0.045,1.5707963267948966,2797800.0,95.00025117544011
0.02,0.049999999999999996,0.0,1080000.0,95.03306094930679
0.02,0.049999999999999996,0.15707963267948966,1258500.0,95.00509862736716
0.02,0.049999999999999996,0.3141592653589793,1525200.0,95.00228384395767
0.02,0.049999999999999996,0.47123889803846897,1854000.0,95.00352162492612
0.02,0.049999999999999996,0.6283185307179586,2272800.0,95.00257272056636
0.02,0.049999999999999996,0.7853981633974483,2772300.0,95.00196715707855
0.02,0.049999999999999996,0.9424777960769379,2797800.0,95.00433975055468
0.02,0.049999999999999996,1.0995574287564276,2788800.0,95.00343726790047
0.02,0.049999999999999996,1.2566370614359172,2788500.0,95.00037357446011
0.02,0.049999999999999996,1.413716694115407,2790000.0,95.0021671221092
0.02,0.049999999999999996,1.5707963267948966,2797200.0,95.00045673723938
0.025,0.005,0.0,1086600.0,95.03515915995689
0.025,0.005,0.15707963267948966,1272300.0,95.01567347368307
0.025,0.005,0.3141592653589793,1535100.0,95.01299980714836
0.025,0.005,0.47123889803846897,1862400.0,95.0010686797694
0.025,0.005,0.6283185307179586,2294100.0,95.00132935109514
0.025,0.005,0.7853981633974483,2796300.0,95.00289410978272
0.025,0.005,0.9424777960769379,2818200.0,95.00118603943179
0.025,0.005,1.0995574287564276,2793900.0,95.00251691033404
0.025,0.005,1.2566370614359172,2776200.0,95.0040741614225
0.025,0.005,1.413716694115407,2783100.0,95.00267202713934
0.025,0.005,1.5707963267948966,2749800.0,95.00064604114124
0.025,0.01,0.0,1082100.0,95.00037287737764
0.025,0.01,0.15707963267948966,1266000.0,95.00309131567475
0.025,0.01,0.3141592653589793,1527600.0,95.00259836450896
0.025,0.01,0.47123889803846897,1853100.0,95.0008211930663
0.025,0.01,0.6283185307179586,2283300.0,95.0006059336575
0.025,0.01,0.7853981633974483,2780700.0,95.00099205785801
0.025,0.01,0.9424777960769379,2805600.0,95.00480331400183
0.025,0.01,1.0995574287564276,2781300.0,95.00342250218054
0.025,0.01,1.2566370614359172,2763300.0,95.00312644132012
0.025,0.01,1.413716694115407,2769900.0,95.00287444206606
0.025,0.01,1.5707963267948966,2736600.0,95.0009890096221
0.025,0.015,0.0,1080300.0,95.08338670951507
0.025,0.015,0.15707963267948966,1263300.0,95.00985909884216
0.025,0.015,0.3141592653589793,1524300.0,95.00501170819844
0.025,0.015,0.47123889803846897,1848900.0,95.00210479532528
0.025,0.015,0.6283185307179586,2278500.0,95.00477412743938
0.025,0.015,0.7853981633974483,2772600.0,95.00194393280553
0.025,0.015,0.9424777960769379,2799600.0,95.00419283156398
0.025,0.015,1.0995574287564276,2775300.0,95.00096472870271
0.025,0.015,1.2566370614359172,2757300.0,95.00178001516966
0.025,0.015,1.413716694115407,2763900.0,95.0013397425903
0.025,0.015,1.5707963267948966,2730600.0,95.00008912594163
0.025,0.02,0.0,1079100.0,95.0763846534583
0.025,0.02,0.15707963267948966,1261500.0,95.00354935215621
0.025,0.02,0.3141592653589793,1522200.0,95.00178289203414
0.025,0.02,0.47123889803846897,1846500.0,95.00556552681273
0.025,0.02,0.6283185307179586,2275500.0,95.00543863931455
0.025,0.02,0.7853981633974483,2767200.0,95.00010865937345
0.025,0.02,0.9424777960769379,2796000.0,95.00473468442308
0.025,0.02,1.0995574287564276,2772000.0,95.00446286185662
0.025,0.02,1.2566370614359172,2753700.0,95.00079057443746
0.025,0.02,1.413716694115407,2760600.0,95.00410589112587
0.025,0.02,1.5707963267948966,2727300.0,95.00222835811924
0.025,0.025,0.0,1078200.0,95.03420583776234
0.025,0.025,0.15707963267948966,1260300.0,95.00129118981363
0.025,0.025,0.3141592653589793,1521000.0,95.00951064083496
0.025,0.025,0.47123889803846897,1844700.0,95.00383162640782
0.025,0.025,0.6283185307179586,2273400.0,95.00523818366102
0.025,0.025,0.7853981633974483,2763600.0,95.00283017345161
0.025,0.025,0.9424777960769379,2793300.0,95.00151044129474
0.025,0.025,1.0995574287564276,2769600.0,95.00421132717477
0.025,0.025,1.2566370614359172,2751300.0,95.00066317126287
0.025,0.025,1.413716694115407,2758200.0,95.00334174413851
0.025,0.025,1.5707963267948966,2724900.0,95.00172053059755
0.025,0.030000000000000002,0.0,1077600.0,95.02975811727038
0.025,0.030000000000000002,0.15707963267948966,1259700.0,95.01707365283823
0.025,0.030000000000000002,0.3141592653589793,1519800.0,95.00172306682867
0.025,0.030000000000000002,0.47123889803846897,1843500.0,95.00540708454119
0.025,0.030000000000000002,0.6283185307179586,2271900.0,95.00643297202008
0.025,0.030000000000000002,0.7853981633974483,2760600.0,95.00076179727662
0.025,0.030000000000000002,0.9424777960769379,2791500.0,95.00265076142186
0.025,0.030000000000000002,1.0995574287564276,2767800.0,95.0033237127284
0.025,0.030000000000000002,1.2566370614359172,2749800.0,95.0042225379099
0.025,0.030000000000000002,1.413716694115407,2756400.0,95.00198295742872
0.025,0.030000000000000002,1.5707963267948966,2723100.0,95.00073571560596
0.025,0.034999999999999996,0.0,1077300.0,95.09773701736788
0.025,0.034999999999999996,0.15707963267948966,1258800.0,95.00259891997234
0.025,0.034999999999999996,0.3141592653589793,1519200.0,95.0095170049225
0.025,0.034999999999999996,0.47123889803846897,1842300.0,95.00004782601515
0.025,0.034999999999999996,0.6283185307179586,2270400.0,95.00019029058548
0.025,0.034999999999999996,0.7853981633974483,2758500.0,95.00334062628393
0.025,0.034999999999999996,0.9424777960769379,2790000.0,95.00195970214754
0.025,0.034999999999999996,1.0995574287564276,2766300.0,95.00076096959424
0.025,0.034999999999999996,1.2566370614359172,2748300.0,95.00182859375772
0.025,0.034999999999999996,1.413716694115407,2755200.0,95.00370980298175
0.025,0.034999999999999996,1.5707963267948966,2721900.0,95.00186513952319
0.025,0.04,0.0,1077000.0,95.12471427320577
0.025,0.04,0.15707963267948966,1258500.0,95.0167599836622
0.025,0.04,0.3141592653589793,1518600.0,95.01067059803312
0.025,0.04,0.47123889803846897,1841700.0,95.00433669779672
0.025,0.04,0.6283185307179586,2269500.0,95.00198048531291
0.025,0.04,0.7853981633974483,2756700.0,95.00407046592588
0.025,0.04,0.9424777960769379,2788800.0,95.00162374535707
0.025,0.04,1.0995574287564276,2765400.0,95.0036220160575
0.025,0.04,1.2566370614359172,2747400.0,95.00418622551638
0.025,0.04,1.413716694115407,2754000.0,95.00123929908118
0.025,0.04,1.5707963267948966,2720700.0,95.00008374158743
0.025,0.045,0.0,1076700.0,95.12255195189336
0.025,0.045,0.15707963267948966,1257900.0,95.00683045734836
0.025,0.045,0.3141592653589793,1518000.0,95.00710222521064
0.025,0.045,0.47123889803846897,1841100.0,95.00529783754126
0.025,0.045,0.6283185307179586,2268600.0,95.00012876383674
0.025,0.045,0.7853981633974483,2754900.0,95.0000767093213
0.025,0.045,0.9424777960769379,2787900.0,95.0029579494172
0.025,0.045,1.0995574287564276,2764500.0,95.0033017369042
0.025,0.045,1.2566370614359172,2746500.0,95.00370259739482
0.025,0.045,1.413716694115407,2753100.0,95.0004459725652
0.025,0.045,1.5707963267948966,2720100.0,95.00267865635975
0.025,0.049999999999999996,0.0,1076400.0,95.09886704964312
0.025,0.049999999999999996,0.15707963267948966,1257600.0,95.01092926094333
0.025,0.049999999999999996,0.3141592653589793,1517400.0,95.0000454681291
0.025,0.049999999999999996,0.47123889803846897,1840500.0,95.0038019887969
0.025,0.049999999999999996,0.6283185307179586,2268000.0,95.00209109639735
0.025,0.049999999999999996,0.7853981633974483,2753700.0,95.00173066312921
0.025,0.049999999999999996,0.9424777960769379,2787000.0,95.00176582803854
0.025,0.049999999999999996,1.0995574287564276,2763600.0,95.00063512152225
0.025,0.049999999999999996,1.2566370614359172,2745600.0,95.00112875610597
0.025,0.049999999999999996,1.413716694115407,2752500.0,95.00210258433015
0.025,0.049999999999999996,1.5707963267948966,2719200.0,95.0005427296917
0.030000000000000002,0.005,0.0,1082700.0,95.0007999194857
0.030000000000000002,0.005,0.15707963267948966,1270800.0,95.01526439414197
0.030000000000000002,0.005,0.3141592653589793,1532100.0,95.01063973429108
0.030000000000000002,0.005,0.47123889803846897,1856100.0,95.00049789826396
0.030000000000000002,0.005,0.6283185307179586,2289300.0,95.00215999416947
0.030000000000000002,0.005,0.7853981633974483,2787600.0,95.00403042709034
0.030000000000000002,0.005,0.9424777960769379,2805300.0,95.00335438663512
0.030000000000000002,0.005,1.0995574287564276,2773200.0,95.00427265909434
0.030000000000000002,0.005,1.2566370614359172,2751000.0,95.00091455299408
0.030000000000000002,0.005,1.413716694115407,2750400.0,95.00308293742424
0.030000000000000002,0.005,1.5707963267948966,2683500.0,95.001300486988
0.030000000000000002,0.01,0.0,1077900.0,95.03776996493623
0.030000000000000002,0.01,0.15707963267948966,1263600.0,95.01065939394533
0.030000000000000002,0.01,0.3141592653589793,1523400.0,95.00178495146992
0.030000000000000002,0.01,0.47123889803846897,1846200.0,95.00770410352443
0.030000000000000002,0.01,0.6283185307179586,2276700.0,95.00150010089075
0.030000000000000002,0.01,0.7853981633974483,2769600.0,95.00007305254455
0.030000000000000002,0.01,0.9424777960769379,2790300.0,95.00190486294204
0.030000000000000002,0.01,1.0995574287564276,2757600.0,95.00029007252088
0.030000000000000002,0.01,1.2566370614359172,2736000.0,95.00060627263373
0.030000000000000002,0.01,1.413716694115407,2735100.0,95.00207811876447
0.030000000000000002,0.01,1.5707963267948966,2670900.0,95.00325654085714
0.030000000000000002,0.015,0.0,1075800.0,95.0748940280033
0.030000000000000002,0.015,0.15707963267948966,1260300.0,95.00998569595157
0.030000000000000002,0.015,0.3141592653589793,1519500.0,95.00424711935366
0.030000000000000002,0.015,0.47123889803846897,1841400.0,95.00420358843627
0.030000000000000002,0.015,0.6283185307179586,2271000.0,95.00395171602514
0.030000000000000002,0.015,0.7853981633974483,2760300.0,95.00173579265156
0.030000000000000002,0.015,0.9424777960769379,2783400.0,95.00287013956138
0.030000000000000002,0.015,1.0995574287564276,2750700.0,95.00288137999098
0.030000000000000002,0.015,1.2566370614359172,2729100.0,95.00110125758235
0.030000000000000002,0.015,1.413716694115407,2728200.0,95.00279318585044
0.030000000000000002,0.015,1.5707963267948966,2664900.0,95.0031607214748
0.030000000000000002,0.02,0.0,1074300.0,95.00416872252019
0.030000000000000002,0.02,0.15707963267948966,1258200.0,95.00381742375906
0.030000000000000002,0.02,0.3141592653589793,1517100.0,95.00393979821573
0.030000000000000002,0.02,0.47123889803846897,1838700.0,95.0077343528321
0.030000000000000002,0.02,0.6283185307179586,2267400.0,95.002966631672
0.030000000000000002,0.02,0.7853981633974483,2754300.0,95.00343941372351
0.030000000000000002,0.02,0.9424777960769379,2779200.0,95.00366079176764
0.030000000000000002,0.02,1.0995574287564276,2746500.0,95.00349794694363
0.030000000000000002,0.02,1.2566370614359172,2724900.0,95.00049221812337
0.030000000000000002,0.02,1.413716694115407,2724000.0,95.00213710865368
0.030000000000000002,0.02,1.5707963267948966,2661300.0,95.0036804025336
0.030000000000000002,0.025,0.0,1073400.0,95.00166188434169
0.030000000000000002,0.025,0.15707963267948966,1257000.0,95.01283881936688
0.030000000000000002,0.025,0.3141592653589793,1515600.0,95.00965102947458
0.030000000000000002,0.025,0.47123889803846897,1836600.0,95.00247317795649
0.030000000000000002,0.025,0.6283185307179586,2265000.0,95.00391349722537
0.030000000000000002,0.025,0.7853981633974483,2749800.0,95.0017201395917
0.030000000000000002,0.025,0.9424777960769379,2776200.0,95.0028959763892
0.030000000000000002,0.025,1.0995574287564276,2743500.0,95.00184407467998
0.030000000000000002,0.025,1.2566370614359172,2722200.0,95.0020734255821
0.030000000000000002,0.025,1.413716694115407,2721300.0,95.00335201197824
0.030000000000000002,0.025,1.5707963267948966,2658600.0,95.0002585450128
0.030000000000000002,0.030000000000000002,0.0,1072800.0,95.02200905596878
0.030000000000000002,0.030000000000000002,0.15707963267948966,1255800.0,95.00206185215802
0.030000000000000002,0.030000000000000002,0.3141592653589793,1514400.0,95.00976453612326
0.030000000000000002,0.030000000000000002,0.47123889803846897,1835400.0,95.00880247031118
0.030000000000000002,0.030000000000000002,0.6283185307179586,2263200.0,95.00436114031622
0.030000000000000002,0.030000000000000002,0.7853981633974483,2746500.0,95.00220664098181
0.030000000000000002,0.030000000000000002,0.9424777960769379,2774100.0,95.00427376516326
0.030000000000000002,0.030000000000000002,1.0995574287564276,2741400.0,95.00195008674557
0.030000000000000002,0.030000000000000002,1.2566370614359172,2720100.0,95.00145059596922
0.030000000000000002,0.030000000000000002,1.413716694115407,2719200.0,95.00258933643364
0.030000000000000002,0.030000000000000002,1.5707963267948966,2656800.0,95.00060086671807
0.030000000000000002,0.034999999999999996,0.0,1072500.0,95.09790921359303
0.030000000000000002,0.034999999999999996,0.15707963267948966,1255200.0,95.01185065878325
0.030000000000000002,0.034999999999999996,0.3141592653589793,1513500.0,95.01097409789644
0.030000000000000002,0.034999999999999996,0.47123889803846897,1834200.0,95.00562624325178
0.030000000000000002,0.034999999999999996,0.6283185307179586,2261700.0,95.0029855130926
0.030000000000000002,0.034999999999999996,0.7853981633974483,2743800.0,95.00133114233577
0.030000000000000002,0.034999999999999996,0.9424777960769379,2772300.0,95.00310691889952
0.030000000000000002,0.034999999999999996,1.0995574287564276,2739900.0,95.0036273729646
0.030000000000000002,0.034999999999999996,1.2566370614359172,2718600.0,95.00247272866191
0.030000000000000002,0.034999999999999996,1.413716694115407,2717700.0,95.0032943262933
0.030000000000000002,0.034999999999999996,1.5707963267948966,2655600.0,95.00376942459752
0.030000000000000002,0.04,0.0,1071900.0,95.02343015269707
0.030000000000000002,0.04,0.15707963267948966,1254600.0,95.01311617832248
0.030000000000000002,0.04,0.3141592653589793,1512600.0,95.00440605015942
0.030000000000000002,0.04,0.47123889803846897,1833300.0,95.00489967173542
0.030000000000000002,0.04,0.6283185307179586,2260500.0,95.0021305714013
0.030000000000000002,0.04,0.7853981633974483,2741700.0,95.00210671565017
0.030000000000000002,0.04,0.9424777960769379,2770800.0,95.00155720135378
0.030000000000000002,0.04,1.0995574287564276,2738400.0,95.00078190946606
0.030000000000000002,0.04,1.2566370614359172,2717400.0,95.00317792586456
0.030000000000000002,0.04,1.413716694115407,2716200.0,95.00010125920221
0.030000000000000002,0.04,1.5707963267948966,2654400.0,95.00249135865185
0.030000000000000002,0.045,0.0,1071600.0,95.03365077061548
0.030000000000000002,0.045,0.15707963267948966,1254000.0,95.00830982086083
0.030000000000000002,0.045,0.3141592653589793,1512000.0,95.00484664822642
0.030000000000000002,0.045,0.47123889803846897,1832700.0,95.00844838993022
0.030000000000000002,0.045,0.6283185307179586,2259600.0,95.00320381930129
0.030000000000000002,0.045,0.7853981633974483,2739900.0,95.00205662585375
0.030000000000000002,0.045,0.9424777960769379,2769600.0,95.00092532370871
0.030000000000000002,0.045,1.0995574287564276,2737500.0,95.00299290488226
0.030000000000000002,0.045,1.2566370614359172,2716200.0,95.00077407763328
0.030000000000000002,0.045,1.413716694115407,2715300.0,95.00139505021637
0.030000000000000002,0.045,1.5707963267948966,2653500.0,95.00272913469907
0.030000000000000002,0.049999999999999996,0.0,1071300.0,95.02366475658148
0.030000000000000002,0.049999999999999996,0.15707963267948966,1253700.0,95.01545393688883
0.030000000000000002,0.049999999999999996,0.3141592653589793,1511400.0,95.00117817668887
0.030000000000000002,0.049999999999999996,0.47123889803846897,1832100.0,95.00860853980572
0.030000000000000002,0.049999999999999996,0.6283185307179586,2258700.0,95.00157008837485
0.030000000000000002,0.049999999999999996,0.7853981633974483,2738400.0,95.00243162606972
0.030000000000000002,0.049999999999999996,0.9424777960769379,2768700.0,95.00204726578633
0.030000000000000002,0.049999999999999996,1.0995574287564276,2736600.0,95.00283094751278
0.030000000000000002,0.049999999999999996,1.2566370614359172,2715300.0,95.0001435660228
0.030000000000000002,0.049999999999999996,1.413716694115407,2714400.0,95.00065432655174
0.030000000000000002,0.049999999999999996,1.5707963267948966,2652600.0,95.00062545508308
0.034999999999999996,0.005,0.0,1079100.0,95.01429044497033
0.034999999999999996,0.005,0.15707963267948966,1266300.0,95.00528579395883
0.034999999999999996,0.005,0.3141592653589793,1530000.0,95.00872950853342
0.034999999999999996,0.005,0.47123889803846897,1852800.0,95.00268609799608
0.034999999999999996,0.005,0.6283185307179586,2273100.0,95.00183785065947
0.034999999999999996,0.005,0.7853981633974483,2772600.0,95.0002108384474
0.034999999999999996,0.005,0.9424777960769379,2787300.0,95.00329745651133
0.034999999999999996,0.005,1.0995574287564276,2747700.0,95.00354000532832
0.034999999999999996,0.005,1.2566370614359172,2730600.0,95.0034434438514
0.034999999999999996,0.005,1.413716694115407,2705100.0,95.00131356331075
0.034999999999999996,0.005,1.5707963267948966,2679900.0,95.00314035360452
0.034999999999999996,0.01,0.0,1073700.0,95.0480495222971
0.034999999999999996,0.01,0.15707963267948966,1258500.0,95.01101153089776
0.034999999999999996,0.01,0.3141592653589793,1520100.0,95.00828333366954
0.034999999999999996,0.01,0.47123889803846897,1841700.0,95.0071253804652
0.034999999999999996,0.01,0.6283185307179586,2258400.0,95.00214555494195
0.034999999999999996,0.01,0.7853981633974483,2753100.0,95.00303640725829
0.034999999999999996,0.01,0.9424777960769379,2770200.0,95.00140333218874
0.034999999999999996,0.01,1.0995574287564276,2730900.0,95.00279532507379
0.034999999999999996,0.01,1.2566370614359172,2713800.0,95.00389998885892
0.034999999999999996,0.01,1.413716694115407,2688300.0,95.0034499438172
0.034999999999999996,0.01,1.5707963267948966,2665500.0,95.0034605230281
0.034999999999999996,0.015,0.0,1071300.0,95.07401858713918
0.034999999999999996,0.015,0.15707963267948966,1254900.0,95.01042693360078
0.034999999999999996,0.015,0.3141592653589793,1515300.0,95.0008540003469
0.034999999999999996,0.015,0.47123889803846897,1836300.0,95.00199864613951
0.034999999999999996,0.015,0.6283185307179586,2251500.0,95.0010096447097
0.034999999999999996,0.015,0.7853981633974483,2742600.0,95.0032284707991
0.034999999999999996,0.015,0.9424777960769379,2762100.0,95.00016864744083
0.034999999999999996,0.015,1.0995574287564276,2723100.0,95.0039884658202
0.034999999999999996,0.015,1.2566370614359172,2705700.0,95.00103896208468
0.034999999999999996,0.015,1.413716694115407,2681100.0,95.00338852397826
0.034999999999999996,0.015,1.5707963267948966,2658600.0,95.00337328616305
0.034999999999999996,0.02,0.0,1069800.0,95.06885476143982
0.034999999999999996,0.02,0.15707963267948966,1252800.0,95.01485511985874
0.034999999999999996,0.02,0.3141592653589793,1512600.0,95.00355233740002
0.034999999999999996,0.02,0.47123889803846897,1833300.0,95.00690891348616
0.034999999999999996,0.02,0.6283185307179586,2247300.0,95.00031045337668
0.034999999999999996,0.02,0.7853981633974483,2735700.0,95.00263233466666
0.034999999999999996,0.02,0.9424777960769379,2757300.0,95.00165929280678
0.034999999999999996,0.02,1.0995574287564276,2718300.0,95.00346867459568
0.034999999999999996,0.02,1.2566370614359172,2700900.0,95.00025259757996
0.034999999999999996,0.02,1.413716694115407,2676600.0,95.00090758967214
0.034999999999999996,0.02,1.5707963267948966,2654400.0,95.00339377719826
0.034999999999999996,0.025,0.0,1068600.0,95.00877344322194
0.034999999999999996,0.025,0.15707963267948966,1251300.0,95.01454773274777
0.034999999999999996,0.025,0.3141592653589793,1510800.0,95.00694705193786
0.034999999999999996,0.025,0.47123889803846897,1831200.0,95.0087040824803
0.034999999999999996,0.025,0.6283185307179586,2244600.0,95.00295359172478
0.034999999999999996,0.025,0.7853981633974483,2730600.0,95.000179423584
0.034999999999999996,0.025,0.9424777960769379,2754000.0,95.00311709359876
0.034999999999999996,0.025,1.0995574287564276,2715000.0,95.00274755413972
0.034999999999999996,0.025,1.2566370614359172,2697900.0,95.00302875046629
0.034999999999999996,0.025,1.413716694115407,2673600.0,95.00016449064059
0.034999999999999996,0.025,1.5707963267948966,2651400.0,95.00146589083802
0.034999999999999996,0.030000000000000002,0.0,1068000.0,95.05265040450995
0.034999999999999996,0.030000000000000002,0.15707963267948966,1250100.0,95.0090784656494
0.034999999999999996,0.030000000000000002,0.3141592653589793,1509300.0,95.00306701383415
0.034999999999999996,0.030000000000000002,0.47123889803846897,1829400.0,95.00225321987648
0.034999999999999996,0.030000000000000002,0.6283185307179586,2242500.0,95.0035334422738
0.034999999999999996,0.030000000000000002,0.7853981633974483,2727300.0,95.00259276006992
0.034999999999999996,0.030000000000000002,0.9424777960769379,2751300.0,95.00110066600283
0.034999999999999996,0.030000000000000002,1.0995574287564276,2712600.0,95.00251570135595
0.034999999999999996,0.030000000000000002,1.2566370614359172,2695500.0,95.00236907687622
0.034999999999999996,0.030000000000000002,1.413716694115407,2671500.0,95.00104891484101
0.034999999999999996,0.030000000000000002,1.5707963267948966,2649300.0,95.001703582785
0.034999999999999996,0.034999999999999996,0.0,1067400.0,95.04286412217179
0.034999999999999996,0.034999999999999996,0.15707963267948966,1249200.0,95.0065453273303
0.034999999999999996,0.034999999999999996,0.3141592653589793,1508400.0,95.00930801527228
0.034999999999999996,0.034999999999999996,0.47123889803846897,1828200.0,95.00315000668604
0.034999999999999996,0.034999999999999996,0.6283185307179586,2240700.0,95.001561889592
0.034999999999999996,0.034999999999999996,0.7853981633974483,2724600.0,95.00290486674771
0.034999999999999996,0.034999999999999996,0.9424777960769379,2749500.0,95.00364800248263
0.034999999999999996,0.034999999999999996,1.0995574287564276,2710800.0,95.00302363448623
0.034999999999999996,0.034999999999999996,1.2566370614359172,2693700.0,95.00239201579424
0.034999999999999996,0.034999999999999996,1.413716694115407,2670000.0,95.00341976958202
0.034999999999999996,0.034999999999999996,1.5707963267948966,2647800.0,95.0037418643401
0.034999999999999996,0.04,0.0,1067100.0,95.09057210389965
0.034999999999999996,0.04,0.15707963267948966,1248600.0,95.01138914554379
0.034999999999999996,0.04,0.3141592653589793,1507500.0,95.00783295564939
